iter	Logloss
353	0.2042725319
354	0.2038338787
355	0.2032967656
356	0.2029079071
357	0.2025191227
358	0.2021605226
359	0.2016759264
360	0.2013254371
361	0.2008168416
362	0.2003686702
363	0.2002071566
364	0.1999587939
365	0.1996961538
366	0.1993318501
367	0.1990054157
368	0.1986005762
369	0.198128887
370	0.1977847124
371	0.1973169119
372	0.1970138101
373	0.1967664843
374	0.196279203
375	0.1959629534
376	0.1956460372
377	0.1953808972
378	0.1951300901
379	0.1946318091
380	0.1942189884
381	0.1938854986
382	0.1934346236
383	0.1931158926
384	0.1929470089
385	0.1926909797
386	0.1924604682
387	0.1921158677
388	0.1918723196
389	0.1915442556
390	0.1912456166
391	0.1909474961
392	0.1907835752
393	0.1905074541
394	0.1901755383
395	0.1899353605
396	0.1896116297
397	0.1893104167
398	0.1888880778
399	0.1885217742
400	0.1882435605
401	0.1878425728
402	0.1874239375
403	0.1869829325
404	0.1867655133
405	0.1864145796
406	0.1862824355
407	0.1857559887
408	0.1854313505
409	0.1852948176
410	0.1850873981
411	0.1847042617
412	0.1843834567
413	0.1841646856
414	0.1839826356
415	0.1838047337
416	0.1835918513
417	0.1832260107
418	0.1829662409
419	0.1825846044
420	0.1821765429
421	0.1820252327
422	0.1818308498
423	0.1815682467
424	0.1812722558
425	0.1809868386
426	0.180788604
427	0.1805260935
428	0.1802763974
429	0.1800485526
430	0.1798190411
431	0.1796101957
432	0.1795039767
433	0.1793292043
434	0.1789302535
435	0.178657836
436	0.178338531
437	0.1780173556
438	0.1778358797
439	0.1776711625
440	0.1773173586
441	0.1770980505
442	0.1768748351
443	0.176730284
444	0.1765220867
445	0.1762169108
446	0.1758370891
447	0.1754755817
448	0.1750780383
449	0.1747435671
450	0.1744533908
451	0.1740712544
452	0.1738532055
453	0.1736698408
454	0.173297167
455	0.1729829915
456	0.1726282987
457	0.1722615692
458	0.172058131
459	0.1718377303
460	0.1715307212
461	0.1712365636
462	0.1710586986
463	0.1706620627
464	0.17026426
465	0.1698957528
466	0.1695962805
467	0.1693897683
468	0.169212996
469	0.1689397821
470	0.168701345
471	0.1684641115
472	0.1682336927
473	0.1679789598
474	0.1676668953
475	0.1673552567
476	0.1670954313
477	0.1668629014
478	0.1666487228
479	0.1664354701
480	0.1660372415
481	0.1657057702
482	0.1654040572
483	0.1651454911
484	0.1649165352
485	0.1646049151
486	0.1642918506
487	0.1639993225
488	0.163771811
489	0.1633878783
490	0.1630831099
491	0.1628451172
492	0.1627301207
493	0.1625954211
494	0.1623767797
495	0.162208933
496	0.1619097014
497	0.1617332994
498	0.1614571598
499	0.1611980196
500	0.160978193
501	0.1607643662
502	0.1605301511
503	0.1602877512
504	0.1600354071
505	0.1597309905
506	0.1594290183
507	0.1592484127
508	0.1590035683
509	0.1587528353
510	0.1586358389
511	0.1584309748
512	0.1580398016
513	0.1579073612
514	0.1575808342
515	0.1572953244
516	0.1569920559
517	0.1566424741
518	0.156338613
519	0.1561021388
520	0.1559363661
521	0.1557425572
522	0.1555627109
523	0.1553877903
524	0.1552567203
525	0.155135974
526	0.1548025212
527	0.1545760097
528	0.1543605996
529	0.154185392
530	0.1539099838
531	0.1535623556
532	0.1533869258
533	0.1530814537
534	0.1529751236
535	0.1526497076
536	0.1523982802
537	0.1521840367
538	0.1520139864
539	0.1518174832
540	0.1516106747
541	0.1513504327
542	0.1510747744
543	0.1509208903
544	0.1506504912
545	0.1504093689
546	0.1502740768
547	0.1501413216
548	0.1499495867
549	0.1497171309
550	0.1494663238
551	0.1491815547
552	0.1489357475
553	0.148783854
554	0.1486457008
555	0.148456827
556	0.1481913721
557	0.1480059426
558	0.1478270685
559	0.1475438364
560	0.1471600334
561	0.1470241672
562	0.1468658572
563	0.1467089083
564	0.1464221671
565	0.1461972018
566	0.1459949858
567	0.1458187597
568	0.1456242749
569	0.1454756036
570	0.1452612953
571	0.1450204601
572	0.1448179293
573	0.1446204816
574	0.1443748873
575	0.1441802544
576	0.1439083924
577	0.1437356754
578	0.1435167933
579	0.1433918989
580	0.1431787388
581	0.1430431133
582	0.1428342864
583	0.1426631528
584	0.1424622793
585	0.1423133765
586	0.1421938338
587	0.1419436285
588	0.1418750566
589	0.1417579861
590	0.1415775472
591	0.1413997193
592	0.141241363
593	0.141184087
594	0.1409912411
595	0.1408334311
596	0.1406194006
597	0.1403563531
598	0.1402425233
599	0.140000077
600	0.1397967222
601	0.139541767
602	0.1392986356
603	0.139066652
604	0.1389199713
605	0.1386803768
606	0.1384959195
607	0.1383027032
608	0.1381385786
609	0.1379433716
610	0.1376007802
611	0.1375063942
612	0.1372937248
613	0.1370533804
614	0.1368817097
615	0.1366553555
616	0.1364866663
617	0.1364124463
618	0.1362822651
619	0.1361305476
620	0.136019301
621	0.1357783084
622	0.1355798144
623	0.135442402
624	0.1351035235
625	0.1348296986
626	0.1346973971
627	0.1345066529
628	0.134448201
629	0.1342093842
630	0.1340137791
631	0.1338664133
632	0.1336472533
633	0.1334833047
634	0.1332951993
635	0.1330994553
636	0.132947247
637	0.1328232416
638	0.1325833693
639	0.132420328
640	0.1322221119
641	0.1321081431
642	0.1320150441
643	0.1317224235
644	0.1315866962
645	0.1313434166
646	0.1311865788
647	0.1310673232
648	0.1308968192
649	0.1307705823
650	0.1305312563
651	0.1302813843
652	0.1300807516
653	0.1298307407
654	0.1295727857
655	0.1294014576
656	0.1292736097
657	0.1290409131
658	0.1288249938
659	0.1285399285
660	0.1283690263
661	0.1282141792
662	0.1281202562
663	0.1278635789
664	0.127642956
665	0.127536163
666	0.1272994758
667	0.1270515667
668	0.1269002751
669	0.126783612
670	0.1266443199
671	0.126494806
672	0.1262784978
673	0.1259634982
674	0.1258388817
675	0.1256942565
676	0.125471467
677	0.1253140181
678	0.1251047283
679	0.1249331872
680	0.1247506465
681	0.1245727909
682	0.1244818955
683	0.1243251503
684	0.1241739142
685	0.1239755314
686	0.1237104284
687	0.1236575041
688	0.1235400263
689	0.1234166782
690	0.1232428872
691	0.1230858735
692	0.122984247
693	0.1228404551
694	0.1226818859
695	0.1225282239
696	0.1224141071
697	0.1222281035
698	0.1221336805
699	0.1220069622
700	0.1218046628
701	0.1216282053
702	0.1214629511
703	0.1213563617
704	0.1212397727
705	0.1210337142
706	0.1209348099
707	0.1207161499
708	0.1205817929
709	0.1204427786
710	0.1202681266
711	0.120154019
712	0.1199665432
713	0.119872972
714	0.1197145788
715	0.1194153935
716	0.1192398803
717	0.1191449203
718	0.1189919435
719	0.1189091405
720	0.1188650863
721	0.1186906102
722	0.1184795518
723	0.1182300409
724	0.1181236646
725	0.1180668515
726	0.1179747988
727	0.1178938753
728	0.1178289236
729	0.117663225
730	0.117579385
731	0.1173891778
732	0.1172790053
733	0.1170895204
734	0.1169636539
735	0.1167664377
736	0.1166297382
737	0.1165866469
738	0.1163634686
739	0.1162106769
740	0.1161148836
741	0.116021979
742	0.1158520676
743	0.1157529688
744	0.1156420555
745	0.1154919768
746	0.1152625949
747	0.1151604684
748	0.1149841683
749	0.1147949055
750	0.1146213368
751	0.1144896094
752	0.1142418207
753	0.1140851866
754	0.1138967757
755	0.1137785571
756	0.1135788317
757	0.1134030501
758	0.1132798965
759	0.1131941306
760	0.112999868
761	0.1128776773
762	0.1127453573
763	0.1126802482
764	0.1125722978
765	0.1123894701
766	0.1122722792
767	0.1121282281
768	0.112028657
769	0.1119257158
770	0.1117947846
771	0.1116348543
772	0.1115404591
773	0.1114675631
774	0.1113783622
775	0.111246644
776	0.1111439249
777	0.1110546499
778	0.110976893
779	0.1108244718
780	0.1106680691
781	0.110502315
782	0.1104112992
783	0.1102441007
784	0.1100729948
785	0.1099528503
786	0.1098126046
787	0.1096701183
788	0.1095345206
789	0.1093354989
790	0.1090692663
791	0.1089292706
792	0.1088677077
793	0.1086344834
794	0.1085526803
795	0.108347307
796	0.1082544765
797	0.1081391004
798	0.1079886328
799	0.1078818768
800	0.1077495661
801	0.1076111444
802	0.1074499734
803	0.1074103635
804	0.1072630995
805	0.1071507233
806	0.1069322393
807	0.1068745096
808	0.1067938361
809	0.1065783797
810	0.1064307546
811	0.1062082522
812	0.1060438591
813	0.1059701391
814	0.1058636239
815	0.1057421276
816	0.1056054929
817	0.1054422572
818	0.1052915488
819	0.1051237762
820	0.1049376152
821	0.1048607843
822	0.1046694383
823	0.104572719
824	0.1044831014
825	0.1044150387
826	0.1043040791
827	0.1041354917
828	0.1040536794
829	0.1039319794
830	0.1038462691
831	0.1037321337
832	0.1036635339
833	0.103521492
834	0.1034432166
835	0.103350238
836	0.1031780581
837	0.1030952829
838	0.1029294268
839	0.1027734872
840	0.102625501
841	0.102461793
842	0.1023400838
843	0.1021994585
844	0.102127294
845	0.1020291211
846	0.1018726815
847	0.1016878075
848	0.1014291673
849	0.101306097
850	0.1011500462
851	0.100956367
852	0.1007893813
853	0.1006652648
854	0.1005718788
855	0.1004084301
856	0.1002620364
857	0.1001452622
858	0.1000281269
859	0.09995200888
860	0.09983670686
861	0.0996983037
862	0.09960224183
863	0.09955737283
864	0.09944734843
865	0.0992807702
866	0.09912364539
867	0.09900195468
868	0.09885573694
869	0.09878622981
870	0.0987348425
871	0.09860934635
872	0.09852713591
873	0.09831378134
874	0.09822446926
875	0.0980453729
876	0.09802129031
877	0.09790128473
878	0.09774575246
879	0.09763076525
880	0.09753886066
881	0.09747576074
882	0.0973874116
883	0.09726548015
884	0.09712760475
885	0.09705603287
886	0.09696985959
887	0.09682421591
888	0.09673624638
889	0.09664716578
890	0.09653011382
891	0.09645045885
892	0.0963000005
893	0.09622873417
894	0.09613956098
895	0.09611940419
896	0.09601175934
897	0.09593148403
898	0.09581585794
899	0.09568747299
900	0.09558065219
901	0.09544312863
902	0.09532618777
903	0.09529292954
904	0.09515460044
905	0.09500089219
906	0.0948929418
907	0.09484873019
908	0.09473792804
909	0.09456084087
910	0.09447190842
911	0.09437954088
912	0.09431011708
913	0.09419441693
914	0.09406452276
915	0.09394756339
916	0.09389567609
917	0.09377871671
918	0.09372782012
919	0.0936304157
920	0.09353765003
921	0.09345652289
922	0.09334985023
923	0.09318112393
924	0.09306033134
925	0.09289331794
926	0.09283565304
927	0.09269116673
928	0.09258827174
929	0.09246756248
930	0.09238541685
931	0.09228640137
932	0.09213835035
933	0.09208189838
934	0.09197656827
935	0.09183600777
936	0.09170843761
937	0.09161948663
938	0.09145790825
939	0.091403234
940	0.09125988655
941	0.09115807486
942	0.09110053032
943	0.09102681962
944	0.09088528693
945	0.09079437305
946	0.09075937412
947	0.09072390299
948	0.09062585044
949	0.09058177771
950	0.09049724327
951	0.09041115332
952	0.09031690621
953	0.09022600159
954	0.09015801293
955	0.0900097397
956	0.08983546727
957	0.08970852672
958	0.0896876755
959	0.08961342778
960	0.08957305865
961	0.08947430242
962	0.08938770322
963	0.08929107656
964	0.08909610105
965	0.08899411344
966	0.08888768152
967	0.08878575872
968	0.08870344643
969	0.08857513555
970	0.08845324114
971	0.08834798511
972	0.08821919276
973	0.08809555766
974	0.08801015287
975	0.08792496104
976	0.08786572212
977	0.08775397554
978	0.08764570109
979	0.08755182434
980	0.08749103916
981	0.08743204097
982	0.0873567655
983	0.08729148973
984	0.08721972341
985	0.08712875398
986	0.08700361893
987	0.08691985298
988	0.08685027178
989	0.08666788848
990	0.0865451978
991	0.0863935543
992	0.08631105683
993	0.086177385
994	0.08613067347
995	0.08601741769
996	0.08591443936
997	0.08586967222
998	0.08575546276
999	0.08567051166
